schema_version;product_id;sku;tipo_producto;titulo;slug;url;estado;destacado;visibilidad_catalogo;cluster;hub_primario;hub_secundario;categorias_ids;categorias;etiquetas_wc_ids;etiquetas_wc;marca_taxonomia;marca_ids;marca;fabricante;proveedor;proveedor_id_externo;proveedor_catalogo_id;categoria_proveedor;precio_proveedor;ambito;atributos_seo_json;atributos_seo;atributos_wc_json;excerpt;description;precio_normal;precio_rebajado;precio_actual;moneda;estado_impuesto;clase_impuesto;gestionar_stock;cantidad_stock;estado_stock;pedidos_pendientes;vendido_individualmente;peso;longitud;anchura;altura;virtual;descargable;clase_envio_id;clase_envio;imagen_destacada_id;imagen_destacada;galeria_ids;galeria_urls;variaciones_total;variaciones_ids;fecha_creacion;fecha_modificacion
2.0;130455;p_010675726144;simple;VEVOR Cincel Plano Ancho SDS Max, 600 x 150 mm, Cincel para Martillo SDS Max de Demolición, Acero Templado, Raspador de Suelos Afilado para Remover Azulejos Arcilla Adhesivos Superficies de Paredes;vevor-cincel-plano-ancho-sds-max-600-x-150-mm-cincel-para-martillo-sds-max-de-demolicion-acero-templado-raspador-de-suelos-afilado-para-remover-azulejos-arcilla-adhesivos-superficies-de-paredes;https://staging.distribuidordeherramientas.es/producto/vevor-cincel-plano-ancho-sds-max-600-x-150-mm-cincel-para-martillo-sds-max-de-demolicion-acero-templado-raspador-de-suelos-afilado-para-remover-azulejos-arcilla-adhesivos-superficies-de-paredes/;publish;0;visible;Equipamiento profesional;Construcción y Reforma;Accesorios de Perforación y Fijación;47719;Brocas de Perforación;;cincel | cincel plano | cincel ancho | cincel SDS Max | SDS Max | demolición | raspado de suelos | retirar azulejos | retirar adhesivos | arcilla | paredes | acero templado | martillo SDS Max;product_brand;;;;VEVOR;010675726144;14392;Herramientas > Accesorios para Herramientas Eléctricas > Brocas > Brocas de Albañilería;38.9;consumible;"[{""ambito"":""consumible"",""tipo"":""familia_de_producto"",""valor"":""Cincel""},{""ambito"":""consumible"",""tipo"":""subtipo_de_producto"",""valor"":""Cincel plano ancho""},{""ambito"":""consumible"",""tipo"":""sistema_de_insercion"",""valor"":""SDS Max""},{""ambito"":""consumible"",""tipo"":""herramienta_compatible"",""valor"":""Martillo SDS Max""},{""ambito"":""consumible"",""tipo"":""aplicacion_principal"",""valor"":""Demolición | Raspado de suelos | Retirada de azulejos | Retirada de adhesivos""},{""ambito"":""consumible"",""tipo"":""material_de_la_herramienta"",""valor"":""Acero templado""},{""ambito"":""consumible"",""tipo"":""longitud_de_cincel"",""valor"":""600 mm""},{""ambito"":""consumible"",""tipo"":""ancho_de_cincel"",""valor"":""150 mm""}]";;"[{""name"":""Familia de producto"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Cincel""],""visible"":true,""variation"":false,""position"":0},{""name"":""Subtipo de producto"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Cincel plano ancho""],""visible"":true,""variation"":false,""position"":1},{""name"":""Sistema de inserción"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""SDS Max""],""visible"":true,""variation"":false,""position"":2},{""name"":""Herramienta compatible"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Martillo SDS Max""],""visible"":true,""variation"":false,""position"":3},{""name"":""Aplicación principal"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Demolición"",""Raspado de suelos"",""Retirada de azulejos"",""Retirada de adhesivos""],""visible"":true,""variation"":false,""position"":4},{""name"":""Material de la herramienta"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Acero templado""],""visible"":true,""variation"":false,""position"":5},{""name"":""Longitud de cincel"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""600 mm""],""visible"":true,""variation"":false,""position"":6},{""name"":""Ancho de cincel"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""150 mm""],""visible"":true,""variation"":false,""position"":7}]";VEVOR Cincel Plano Ancho SDS Max, 600 x 150 mm, Cincel para Martillo SDS Max de Demolición, Acero Templado.;<p>VEVOR Cincel Plano Ancho SDS Max, 600 x 150 mm, Cincel para Martillo SDS Max de Demolición, Acero Templado, Raspador de Suelos Afilado para Remover Azulejos Arcilla Adhesivos Superficies de Paredes es una referencia incluida en la categoría Brocas de Perforación.</p><p>Para comprobar su adecuación al uso previsto, revisa las especificaciones técnicas, dimensiones, capacidad o potencia cuando proceda, compatibilidad, conexiones y contenido incluido en la ficha del producto.</p>;56.41;46.68;46.68;EUR;taxable;;0;;instock;no;0;1.15;60;19;14;0;0;0;;130456;;;;0;;2026-08-06 21:27:24;2026-08-30 23:52:52
2.0;130545;p_010434140261;simple;VEVOR Juego de Cinceles SDS Plus, 3 Piezas, Accesorios para Herramientas Eléctricas, Cinceles Puntiagudo y Planos para Martillo de Impacto, para Quitar Azulejos Baldosas, para Concreto Mampostería;vevor-juego-de-cinceles-sds-plus-3-piezas-accesorios-para-herramientas-electricas-cinceles-puntiagudo-y-planos-para-martillo-de-impacto-para-quitar-azulejos-baldosas-para-concreto-mamposteria;https://staging.distribuidordeherramientas.es/producto/vevor-juego-de-cinceles-sds-plus-3-piezas-accesorios-para-herramientas-electricas-cinceles-puntiagudo-y-planos-para-martillo-de-impacto-para-quitar-azulejos-baldosas-para-concreto-mamposteria/;publish;0;visible;Equipamiento profesional;Construcción y Reforma;Accesorios de Perforación y Fijación;47719;Brocas de Perforación;;cincel | juego de cinceles | cincel SDS Plus | SDS Plus | martillo de impacto | demolición | quitar azulejos | baldosas | hormigón | concreto | mampostería | 3 piezas;product_brand;;;;VEVOR;010434140261;14490;Herramientas > Accesorios para Herramientas Eléctricas > Brocas > Brocas de Albañilería;20.9;consumible;"[{""ambito"":""consumible"",""tipo"":""familia_de_producto"",""valor"":""Cincel""},{""ambito"":""consumible"",""tipo"":""subtipo_de_producto"",""valor"":""Juego de cinceles""},{""ambito"":""consumible"",""tipo"":""sistema_de_insercion"",""valor"":""SDS Plus""},{""ambito"":""consumible"",""tipo"":""herramienta_compatible"",""valor"":""Martillo de impacto""},{""ambito"":""consumible"",""tipo"":""material_de_trabajo"",""valor"":""Hormigón | Concreto | Mampostería | Azulejos | Baldosas""},{""ambito"":""consumible"",""tipo"":""aplicacion_principal"",""valor"":""Demolición | Retirada de azulejos y baldosas""},{""ambito"":""consumible"",""tipo"":""cantidad_de_piezas"",""valor"":""3 piezas""}]";;"[{""name"":""Familia de producto"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Cincel""],""visible"":true,""variation"":false,""position"":0},{""name"":""Subtipo de producto"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Juego de cinceles""],""visible"":true,""variation"":false,""position"":1},{""name"":""Sistema de inserción"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""SDS Plus""],""visible"":true,""variation"":false,""position"":2},{""name"":""Herramienta compatible"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Martillo de impacto""],""visible"":true,""variation"":false,""position"":3},{""name"":""Material de trabajo"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Hormigón"",""Concreto"",""Mampostería"",""Azulejos"",""Baldosas""],""visible"":true,""variation"":false,""position"":4},{""name"":""Aplicación principal"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Demolición"",""Retirada de azulejos y baldosas""],""visible"":true,""variation"":false,""position"":5},{""name"":""Cantidad de piezas"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""3 piezas""],""visible"":true,""variation"":false,""position"":6}]";VEVOR Juego de Cinceles SDS Plus, 3 Piezas, Accesorios para Herramientas Eléctricas, Cinceles Puntiagudo y Planos para Martillo de Impacto, para Quitar Azulejos Baldosas. Indicado para Quitar Azulejos Baldosas, para Concreto Mampostería.;<p>VEVOR Juego de Cinceles SDS Plus, 3 Piezas, Accesorios para Herramientas Eléctricas, Cinceles Puntiagudo y Planos para Martillo de Impacto, para Quitar Azulejos Baldosas, para Concreto Mampostería es una referencia incluida en la categoría Brocas de Perforación.</p><p>Para comprobar su adecuación al uso previsto, revisa las especificaciones técnicas, dimensiones, capacidad o potencia cuando proceda, compatibilidad, conexiones y contenido incluido en la ficha del producto.</p>;30.31;25.08;25.08;EUR;taxable;;0;;instock;no;0;1.1;26;17;8;0;0;0;;130546;;;;0;;2026-08-06 21:28:21;2026-08-30 23:52:55
2.0;137073;750365;simple;Juego de puntas y brocas HIKOKI 750365 (50 piezas);juego-de-puntas-y-brocas-hikoki-750365-50-piezas;https://staging.distribuidordeherramientas.es/producto/juego-de-puntas-y-brocas-hikoki-750365-50-piezas/;publish;0;visible;Equipamiento profesional;Construcción y Reforma;Accesorios de Perforación y Fijación;47719;Brocas de Perforación;;broca | juego de brocas | puntas de atornillar | avellanador | broca para madera | broca para metal | madera | metal | hexagonal 1/4 | taladro | atornillador | portapuntas | carpintería | montaje | instalación | mantenimiento | 50 piezas;product_brand;48618;HIKOKI;;TODOTALADROS;12862;16664;Accesorios para herramientas;28;consumible;"[{""ambito"":""consumible"",""tipo"":""familia_de_producto"",""valor"":""Juego mixto""},{""ambito"":""consumible"",""tipo"":""subtipo_de_producto"",""valor"":""Puntas de atornillar | Brocas para madera | Brocas para metal | Avellanador""},{""ambito"":""consumible"",""tipo"":""sistema_de_insercion"",""valor"":""Hexagonal 1/4\""""},{""ambito"":""consumible"",""tipo"":""herramienta_compatible"",""valor"":""Taladro | Atornillador | Portapuntas estándar""},{""ambito"":""consumible"",""tipo"":""material_de_trabajo"",""valor"":""Madera | Metal""},{""ambito"":""consumible"",""tipo"":""diametros_brocas_madera"",""valor"":""3 mm | 4 mm | 5 mm | 6 mm""},{""ambito"":""consumible"",""tipo"":""diametros_brocas_metal"",""valor"":""2 mm | 3 mm | 4 mm | 5 mm""},{""ambito"":""consumible"",""tipo"":""diametro_avellanador"",""valor"":""12,4 mm""},{""ambito"":""consumible"",""tipo"":""aplicacion_principal"",""valor"":""Montaje | Instalación | Carpintería | Trabajo en metal | Mantenimiento""},{""ambito"":""consumible"",""tipo"":""cantidad_de_piezas"",""valor"":""50 piezas""}]";;"[{""name"":""Familia de producto"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Juego mixto""],""visible"":true,""variation"":false,""position"":0},{""name"":""Subtipo de producto"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Puntas de atornillar"",""Brocas para madera"",""Brocas para metal"",""Avellanador""],""visible"":true,""variation"":false,""position"":1},{""name"":""Sistema de inserción"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Hexagonal 1/4\""""],""visible"":true,""variation"":false,""position"":2},{""name"":""Herramienta compatible"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Taladro"",""Atornillador"",""Portapuntas estándar""],""visible"":true,""variation"":false,""position"":3},{""name"":""Material de trabajo"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Madera"",""Metal""],""visible"":true,""variation"":false,""position"":4},{""name"":""Diámetros brocas madera"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""3 mm"",""4 mm"",""5 mm"",""6 mm""],""visible"":true,""variation"":false,""position"":5},{""name"":""Diámetros brocas metal"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""2 mm"",""3 mm"",""4 mm"",""5 mm""],""visible"":true,""variation"":false,""position"":6},{""name"":""Diámetro avellanador"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""12,4 mm""],""visible"":true,""variation"":false,""position"":7},{""name"":""Aplicación principal"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Montaje"",""Instalación"",""Carpintería"",""Trabajo en metal"",""Mantenimiento""],""visible"":true,""variation"":false,""position"":8},{""name"":""Cantidad de piezas"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""50 piezas""],""visible"":true,""variation"":false,""position"":9}]";Juego de puntas y brocas HIKOKI 750365 (50 piezas). Este juego de 50 piezas forma parte de la gama de accesorios HiKOKI y es el complemento ideal para taladros y atornilladores.;"Juego de puntas y brocas HIKOKI
750365
- Este juego de 50 piezas forma parte de la gama de accesorios HiKOKI y es el complemento ideal para taladros y atornilladores.
- Incluye una completa selección de puntas de atornillar, brocas para madera y metal, además de un avellanador para cubrir la mayoría de aplicaciones habituales.
- Fabricado con materiales de alta calidad para ofrecer precisión, resistencia al desgaste y una larga vida útil.
- Inserción hexagonal de 1/4"" compatible con taladros, atornilladores y portapuntas estándar.
- Estuche compacto y resistente que mantiene todos los accesorios perfectamente organizados y protegidos.
- Ideal para trabajos de montaje, instalación, carpintería, metal y mantenimiento.
Contenido
- 2 x PH1, PH2, PH3
- 2 x PZ1, PZ2, PZ3
- Ranuradas: 3,5 / 4,5 / 5,5 / 6,5 mm
- Hexagonales: 3 / 4 / 5 / 6 / 8 mm
- 2 x Torx T10, T15, T20, T25
- 1 x Torx T27
- 2 x Torx T30, T40
- Torx de seguridad TX10, TX15, TX20, TX25, TX30, TX40
- 1/4"" Brocas para madera Ø3, Ø4, Ø5 y Ø6 mm
- 1/4"" Brocas para metal Ø2, Ø3, Ø4 y Ø5 mm
- 1/4"" Avellanador Ø12,4 mm
- Portapuntas magnético de cambio rápido

ESPECIFICACIONES
Referencia
750365
En stock
10 Artículos";40.6;33.6;33.6;EUR;taxable;;1;10;instock;no;0;4.8;33;22;10;0;0;0;;;;;;0;;2026-08-18 20:56:48;2026-08-30 23:58:22
2.0;137142;DT8935-QZ;simple;Broca SDS-Plus XLR Ø 12 x 260 mm DeWALT DT8935-QZ;broca-sds-plus-xlr-o-12-x-260-mm-dewalt-dt8935-qz;https://staging.distribuidordeherramientas.es/producto/broca-sds-plus-xlr-o-12-x-260-mm-dewalt-dt8935-qz/;publish;0;visible;Equipamiento profesional;Construcción y Reforma;Accesorios de Perforación y Fijación;47719;Brocas de Perforación;;broca | broca SDS Plus | SDS Plus | XLR | broca para hormigón | broca para mampostería | broca para piedra | hormigón | mampostería | piedra | 12 mm | 260 mm | carburo sólido | 4 cortes | tacos | anclajes;product_brand;48625;DeWALT;;TODOTALADROS;7326;16733;Accesorios para herramientas;9.5;consumible;"[{""ambito"":""consumible"",""tipo"":""familia_de_producto"",""valor"":""Broca""},{""ambito"":""consumible"",""tipo"":""subtipo_de_producto"",""valor"":""Broca SDS-Plus XLR""},{""ambito"":""consumible"",""tipo"":""sistema_de_insercion"",""valor"":""SDS Plus""},{""ambito"":""consumible"",""tipo"":""material_de_trabajo"",""valor"":""Hormigón | Mampostería | Piedra""},{""ambito"":""consumible"",""tipo"":""diametro_de_broca"",""valor"":""12 mm""},{""ambito"":""consumible"",""tipo"":""longitud_de_broca"",""valor"":""260 mm""},{""ambito"":""consumible"",""tipo"":""material_de_la_broca"",""valor"":""Carburo sólido""},{""ambito"":""consumible"",""tipo"":""geometria_de_corte"",""valor"":""4 cortes""},{""ambito"":""consumible"",""tipo"":""aplicacion_principal"",""valor"":""Perforación para tacos | Perforación para anclajes""}]";;"[{""name"":""Familia de producto"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Broca""],""visible"":true,""variation"":false,""position"":0},{""name"":""Subtipo de producto"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Broca SDS-Plus XLR""],""visible"":true,""variation"":false,""position"":1},{""name"":""Sistema de inserción"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""SDS Plus""],""visible"":true,""variation"":false,""position"":2},{""name"":""Material de trabajo"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Hormigón"",""Mampostería"",""Piedra""],""visible"":true,""variation"":false,""position"":3},{""name"":""Diámetro de broca"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""12 mm""],""visible"":true,""variation"":false,""position"":4},{""name"":""Longitud de broca"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""260 mm""],""visible"":true,""variation"":false,""position"":5},{""name"":""Material de la broca"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Carburo sólido""],""visible"":true,""variation"":false,""position"":6},{""name"":""Geometría de corte"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""4 cortes""],""visible"":true,""variation"":false,""position"":7},{""name"":""Aplicación principal"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Perforación para tacos"",""Perforación para anclajes""],""visible"":true,""variation"":false,""position"":8}]";Broca SDS-Plus XLR Ø 12 x 260 mm DeWALT DT8935-QZ. La nueva broca con punta de carburo sólido y geometría optimizada de 4 cortes ofrece los mas altos niveles de vida útil y durabilidad. La punta y el cuerpo de carburo se unen mediante una innovadora técnica de soldadura que crea una fuerte unión.;"Broca SDS-Plus XLR DeWALT DT8935-QZ
- La nueva broca con punta de carburo sólido y geometría optimizada de 4 cortes ofrece los mas altos niveles de vida útil y durabilidad
- La punta y el cuerpo de carburo se unen mediante una innovadora técnica de soldadura que crea una fuerte unión
- Apropiadas para perforacion de orificios para tacos y anclajes en mamposteria, todo tipo de piedras y hormigon

ESPECIFICACIONES
Referencia
DT8935-QZ
En stock
40 Artículos";13.78;11.4;11.4;EUR;taxable;;1;40;instock;no;0;0.4;31;14;5;0;0;0;;;;;;0;;2026-08-18 20:57:15;2026-08-30 23:58:25
2.0;137143;DT8934-QZ;simple;Broca SDS-Plus XLR Ø 12 x 200 mm DeWALT DT8934-QZ;broca-sds-plus-xlr-o-12-x-200-mm-dewalt-dt8934-qz;https://staging.distribuidordeherramientas.es/producto/broca-sds-plus-xlr-o-12-x-200-mm-dewalt-dt8934-qz/;publish;0;visible;Equipamiento profesional;Construcción y Reforma;Accesorios de Perforación y Fijación;47719;Brocas de Perforación;;broca | broca SDS Plus | SDS Plus | XLR | broca para hormigón | broca para mampostería | broca para piedra | hormigón | mampostería | piedra | 12 mm | 200 mm | carburo sólido | 4 cortes | tacos | anclajes;product_brand;48625;DeWALT;;TODOTALADROS;7328;16734;Accesorios para herramientas;9.5;consumible;"[{""ambito"":""consumible"",""tipo"":""familia_de_producto"",""valor"":""Broca""},{""ambito"":""consumible"",""tipo"":""subtipo_de_producto"",""valor"":""Broca SDS-Plus XLR""},{""ambito"":""consumible"",""tipo"":""sistema_de_insercion"",""valor"":""SDS Plus""},{""ambito"":""consumible"",""tipo"":""material_de_trabajo"",""valor"":""Hormigón | Mampostería | Piedra""},{""ambito"":""consumible"",""tipo"":""diametro_de_broca"",""valor"":""12 mm""},{""ambito"":""consumible"",""tipo"":""longitud_de_broca"",""valor"":""200 mm""},{""ambito"":""consumible"",""tipo"":""material_de_la_broca"",""valor"":""Carburo sólido""},{""ambito"":""consumible"",""tipo"":""geometria_de_corte"",""valor"":""4 cortes""},{""ambito"":""consumible"",""tipo"":""aplicacion_principal"",""valor"":""Perforación para tacos | Perforación para anclajes""}]";;"[{""name"":""Familia de producto"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Broca""],""visible"":true,""variation"":false,""position"":0},{""name"":""Subtipo de producto"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Broca SDS-Plus XLR""],""visible"":true,""variation"":false,""position"":1},{""name"":""Sistema de inserción"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""SDS Plus""],""visible"":true,""variation"":false,""position"":2},{""name"":""Material de trabajo"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Hormigón"",""Mampostería"",""Piedra""],""visible"":true,""variation"":false,""position"":3},{""name"":""Diámetro de broca"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""12 mm""],""visible"":true,""variation"":false,""position"":4},{""name"":""Longitud de broca"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""200 mm""],""visible"":true,""variation"":false,""position"":5},{""name"":""Material de la broca"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Carburo sólido""],""visible"":true,""variation"":false,""position"":6},{""name"":""Geometría de corte"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""4 cortes""],""visible"":true,""variation"":false,""position"":7},{""name"":""Aplicación principal"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Perforación para tacos"",""Perforación para anclajes""],""visible"":true,""variation"":false,""position"":8}]";Broca SDS-Plus XLR Ø 12 x 200 mm DeWALT DT8934-QZ: La nueva broca con punta de carburo sólido y geometría optimizada de 4 cortes ofrece los mas altos niveles de vida útil y durabilidad. La punta y el cuerpo de carburo se unen mediante una innovadora técnica de soldadura que crea una fuerte unión.;"Broca SDS-Plus XLR DeWALT DT8934-QZ
- La nueva broca con punta de carburo sólido y geometría optimizada de 4 cortes ofrece los mas altos niveles de vida útil y durabilidad
- La punta y el cuerpo de carburo se unen mediante una innovadora técnica de soldadura que crea una fuerte unión
- Apropiadas para perforacion de orificios para tacos y anclajes en mamposteria, todo tipo de piedras y hormigon

ESPECIFICACIONES
Referencia
DT8934-QZ
En stock
42 Artículos";13.78;11.4;11.4;EUR;taxable;;1;42;instock;no;0;0.35;24;14;5;0;0;0;;;;;;0;;2026-08-18 20:57:16;2026-08-30 23:58:25
2.0;137144;DT9619-QZ;simple;Broca SDS-Plus Extreme2 Ø 30 x 450 mm DeWALT DT9619-QZ;broca-sds-plus-extreme2-o-30-x-450-mm-dewalt-dt9619-qz;https://staging.distribuidordeherramientas.es/producto/broca-sds-plus-extreme2-o-30-x-450-mm-dewalt-dt9619-qz/;publish;0;visible;Equipamiento profesional;Construcción y Reforma;Accesorios de Perforación y Fijación;47719;Brocas de Perforación;;broca | broca SDS Plus | SDS Plus | Extreme2 | broca para hormigón | broca para mampostería | broca para piedra | broca para ladrillo | hormigón | mampostería | piedra | ladrillo | bloques | 30 mm | 450 mm | carburo | 2 filos | 2 flautas | clavijas | anclajes | pernos;product_brand;48625;DeWALT;;TODOTALADROS;7330;16735;Accesorios para herramientas;32.5;consumible;"[{""ambito"":""consumible"",""tipo"":""familia_de_producto"",""valor"":""Broca""},{""ambito"":""consumible"",""tipo"":""subtipo_de_producto"",""valor"":""Broca SDS-Plus Extreme2""},{""ambito"":""consumible"",""tipo"":""sistema_de_insercion"",""valor"":""SDS Plus""},{""ambito"":""consumible"",""tipo"":""material_de_trabajo"",""valor"":""Hormigón | Albañilería | Piedra | Ladrillo | Bloques""},{""ambito"":""consumible"",""tipo"":""diametro_de_broca"",""valor"":""30 mm""},{""ambito"":""consumible"",""tipo"":""longitud_de_broca"",""valor"":""450 mm""},{""ambito"":""consumible"",""tipo"":""material_de_la_broca"",""valor"":""Punta de carburo""},{""ambito"":""consumible"",""tipo"":""geometria_de_corte"",""valor"":""2 filos de corte | 2 flautas""},{""ambito"":""consumible"",""tipo"":""aplicacion_principal"",""valor"":""Perforación para clavijas | Perforación para anclajes | Perforación para pernos""}]";;"[{""name"":""Familia de producto"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Broca""],""visible"":true,""variation"":false,""position"":0},{""name"":""Subtipo de producto"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Broca SDS-Plus Extreme2""],""visible"":true,""variation"":false,""position"":1},{""name"":""Sistema de inserción"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""SDS Plus""],""visible"":true,""variation"":false,""position"":2},{""name"":""Material de trabajo"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Hormigón"",""Albañilería"",""Piedra"",""Ladrillo"",""Bloques""],""visible"":true,""variation"":false,""position"":3},{""name"":""Diámetro de broca"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""30 mm""],""visible"":true,""variation"":false,""position"":4},{""name"":""Longitud de broca"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""450 mm""],""visible"":true,""variation"":false,""position"":5},{""name"":""Material de la broca"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Punta de carburo""],""visible"":true,""variation"":false,""position"":6},{""name"":""Geometría de corte"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""2 filos de corte"",""2 flautas""],""visible"":true,""variation"":false,""position"":7},{""name"":""Aplicación principal"",""taxonomy"":"""",""is_taxonomy"":false,""options"":[""Perforación para clavijas"",""Perforación para anclajes"",""Perforación para pernos""],""visible"":true,""variation"":false,""position"":8}]";Broca SDS-Plus Extreme2 Ø 30 x 450 mm DeWALT DT9619-QZ. Diseño de cabezal de perforación de punta de carburo optimizado con 2 filos de corte. Hélice de 2 flautas: hélice de perforación especialmente desarrollada para una eliminación eficiente del polvo.;"Broca SDS-Plus Extreme2 Ø 30 x 450 mm DeWALT DT9619-QZ
- Hélice de 2 flautas: hélice de perforación especialmente desarrollada para una eliminación eficiente del polvo
- Diseño de cabezal de perforación de punta de carburo optimizado con 2 filos de corte
- Adecuado para la perforación rápida de orificios de clavijas, anclajes o pernos en trabajos de albañilería, piedra, hormigón y ladrillos / bloques

ESPECIFICACIONES
Referencia
DT9619-QZ
En stock
41 Artículos";47.13;39;39;EUR;taxable;;1;41;instock;no;0;1.85;51;16;16;0;0;0;;;;;;0;;2026-08-18 20:57:16;2026-08-30 23:58:25
